Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
110,108,Bank of the Sierra,CA Bank,Other — Central Valley,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$3.75B,$2.93B,"~35 branches/27 cities; Bakersfield, Fresno, Visalia, Tulare",CA-HQ'd,No,✅ 0% intro; APR N/M; $0 AF; 1.5% (Real Rewards),Elan,Online,Online — apply at https://www.bankofthesierra.com/business/loans-credit-cards/business-credit-cards/,https://www.bankofthesierra.com,https://www.bankofthesierra.com/business/loans-credit-cards/business-credit-cards/,TransUnion (varies EX/EQ),Personal delinquency-only; biz N/M,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),"QuickBiz LOC $5K-$30K, 100% online ~15 min, NO tax returns (deposit-tiered)",Card N/M; QuickBiz LOC requires deposit acct,QuickBiz: soft-pull no-doc LOC (Elan),"Elan: Real Rewards, Cash Preferred, Smart Business, Business Card",Central Valley / S. Sierra,Porterville,30,HIGH relevance/issuer/PG/no-tax/QuickBiz-no-doc; N/M card APR. 2026-05-28,bankofthesierra.com/.../business-credit-cards + /QuickBiz; online1.elancard.com STD_BIZ.pdf
111,109,Exchange Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$3.27B,$2.84B,~19 branches; Sonoma County + Marin + Roseville,CA-HQ'd,No,✅ 0% 12 cycles → 17.24-26.24%; $0 AF,Elan,Online,Online — apply at https://creditcardlearnmore.com/11t3/index?ecdma-lc=02912&ecid=OTHE_25940#business,https://www.exchangebank.com,https://creditcardlearnmore.com/11t3/index?ecdma-lc=02912&ecid=OTHE_25940#business,TransUnion (varies EX/EQ),Personal delinquency-only; biz N/M,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (term/LOC/CRE/SBA full-doc),N/M,No-doc 0% card — apply online (Elan),"Business Cash Preferred, Smart Business Rewards, Business Real Rewards",NorCal / SF (Sonoma),Santa Rosa,33,HIGH issuer/products/terms/online; MED HP/PG. 2026-05-28,exchangebank.com/business/credit-cards; creditcardlearnmore.com (02912)
112,110,Plumas Bank,CA Bank,Other — NorCal,1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (TIB; financials typically required $10K+),$2.20B,$1.78B,~19 branches NE California + N Nevada (post-2025 Cornerstone merger),CA-HQ'd,No,"✅ no 0%; 19.49% (Prime+10.99%, cap 21%); $0/$49 AF",TIB,In-person,Visit branch / contact a banker (no online application),https://www.plumasbank.com,https://www.plumasbank.com/business-banking/business-card-services,Personal HP on guarantor; bureau not named,N/M (reports personal + business; bureaus unnamed),N/M (no Plumas/TIB-card forum DPs),0,PG YES + Personal Tax Return required (most entities) — NOT no-doc,None (LOC/working capital/SBA PLP/CRE documentation-based),N/M,Full-doc — requires tax returns,Business Card-Standard ($0 AF); Business Card-Preferred Points ($49 AF),NorCal / Sacramento (NE California),Quincy,40,HIGH products/issuer (TIB)/terms/PG+tax-returns. NOTE: tax returns required = NOT no-doc. 2026-05-28,plumasbank.com/business-banking/business-card-services; card-application-2024-01-business.pdf
113,111,SMBC MANUBANK,CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$7.73B,$6.73B,CA-only; 8-9 offices LA + San Jose; commercial unit -> Bank of Hope 2H-2026,CA-HQ'd,No,✅ 0% 18 mo → 17.24-26.24%; $0 AF (being acquired by Bank of Hope),Elan,In-person,Visit branch / contact a banker (no online application),https://www.smbcmanubank.com,https://www.smbcmanubank.com/business-and-commercial/borrow/business-lending/business-credit-cards,Experian most-reported (Elan; varies),D&B + SBFE; personal on default,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,2,PG yes; no tax returns (<$25K),None (term/LOC/SBA/CRE/ABL full-doc),N/M,0% 18 mo (note: being acquired) (Elan),SMBC Visa Business; Visa Business Real Rewards (1.5X); Smart Business Rewards (2X),SoCal / LA,Los Angeles,15,MED-HIGH issuer/PG; APR via secondary source; apply-link N/M. 2026-05-28,smbcmanubank.com business-credit-cards; card.myaccountaccess.com (Elan disclosure); supermoney.com
114,,Five Star Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,Commercial-only,—,$5.03B,$4.48B,CA-only NorCal; ~10 offices (Five Star Bancorp),CA-HQ'd,Partial (CorServ self-issue),⚠️ Commercial — CorServ Mastercard; terms N/M; no public apply,Self (CorServ platform),In-person,Visit branch / contact a banker (no online application),https://www.fivestarbank.com,https://www.fivestarbank.com/credit-cards,N/M,N/M,N/M (no forum data),0,PG likely; docs likely (commercial),"None advertised (LOC/term/SBA/CRE, full-doc)",Likely Yes (relationship),Commercial / full underwriting,CorServ business/corporate Mastercards (Platinum/Rewards/World/Corporate/Purchasing),NorCal / Sacramento,Roseville,23,"MED-HIGH commercial-only/platform; N/M terms, apply, HP, reports. Not NY Five Star (Elan). 2026-05-28",fivestarbank.com/credit-cards + business-lending; corservsolutions.com
115,112,First Northern Bank of Dixon,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$1.92B,$1.70B,14 branches Sacramento Valley/Solano-Yolo + Gold Country,CA-HQ'd,No,✅ 0% 12 cycles → 17.24-26.24%; $0 AF,Elan,Online,Online — apply at https://creditcardlearnmore.com/11t3/index?ecdma-lc=22292&ecid=OTHE_25940,https://www.thatsmybank.com,https://creditcardlearnmore.com/11t3/index?ecdma-lc=22292&ecid=OTHE_25940,Personal; varies TU/EX/EQ,D&B; not personal in normal use,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031 FN cold-apps approved; stated income/revenue.,3,"PG yes; stated income, no tax returns","'Lightning Loans' $2,500-$50,000, online minutes, 'no paperwork', self-underwritten",No (cold-apps documented),Lightning Loans: no-paperwork LOC (Elan),"Business Cash Preferred, Smart Business Rewards, Business Real Rewards",NorCal / Sacramento,Dixon,45,HIGH issuer/products/terms/online/PG/no-tax/Lightning-Loans-no-doc. 2026-05-28,thatsmybank.com/business/business-credit-cards + /lightning-loans; creditcardlearnmore.com (22292)
116,,Avidbank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,Commercial-only,—,$2.57B,$2.20B,"CA-only; San Jose HQ, Palo Alto, Redwood City, SF (LPOs)",CA-HQ'd,Partial (CorServ self-issue),⚠️ Commercial — CorServ (May 2024); custom rebates; relationship only,Self (CorServ Account Issuer),In-person,Visit branch / contact a banker (no online application),https://www.avidbank.com,https://www.avidbank.com/corporate-banking,N/M,N/M,N/M (no forum data; 'Avidia Bank' MA is a different entity),0,N/M (commercial-card underwriting),"None (C&I, venture debt, ABL, fund finance — full underwriting)",Yes (commercial customers),Commercial / full underwriting,Corporate & Business Credit Card + virtual cards,NorCal / Silicon Valley,San Jose,38,"MED-HIGH commercial-only/self-CorServ; N/M card specifics, HP, reports. 2026-05-28",corservsolutions.com (Avidbank); pymnts.com; avidbank.com corporate/lending
117,113,Farmers & Merchants Bank of Central California,CA Bank,Other — NorCal,1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),$5.84B,$5.12B,"29 CA branches Central Valley + East Bay (Lodi, Stockton, Sacramento, Modesto, Oakland)",CA-HQ'd,No,✅ no 0%; APR N/M; Simply Rewards 3X,"UMB Bank, N.A. (Card Center Direct)",In-person,Visit branch / contact a banker (no online application),https://www.fmbonline.com,https://www.fmbonline.com/loans/credit-cards/business-credit-cards.html,N/M (UMB not on DoC list),N/M,N/M (no forum data; search collides w/ same-name banks),2,PG likely (UMB standard); tax returns N/M,None (term/LOC/equipment/CRE/ag/SBA full-doc),N/M,No-doc card — apply in branch,Business Visa Signature (>=$5K); Business Visa Platinum (<$5K); Simply Rewards,NorCal / Sacramento-Stockton,Lodi,20,"HIGH products/issuer (UMB)/footprint; LOW/N-M terms, HP, reports. Not fmb.com/fandm.bank (Elan). 2026-05-28",fmbonline.com/loans/credit-cards/business-credit-cards; cardcenterdirect.com + umb.com
118,114,Redwood Capital Bank,CA Bank,Other — NorCal,1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (TIB; financials typically required $10K+),$0.54B,N/M,"~4 branches all Humboldt County (Eureka, Arcata, Fortuna); CA-only; SBA Preferred Lender",CA-HQ'd,No,✅ no 0%; var APR capped at 21%; $0/$49 AF; 1pt/$1 to 10K/mo (Preferred),TIB,In-person,"PDF application → fax 877-809-9162 or mail (TIB Card Service Center, Dallas); or via online banking if member",https://www.redwoodcapitalbank.com,https://www.redwoodcapitalbank.com/business/business-credit-cards,N/M (TIB; personal pull on guarantor),N/M (TIB),TIB program (Card Service Center PO Box 569120 Dallas + 800-367-7576 = TIB fingerprint). 25-day grace; 3% CA/BT; 2% FX. No bank DPs.,2,PG likely (TIB standard); docs N/M,None (SBA 7(a)/504/LOC/term/equipment full-doc),N/M,No-doc card — apply in branch,"Standard Card (MC + Visa, $0 AF); Preferred Points Rewards (MC + Visa, $49 AF)",NorCal / North Coast (Humboldt),Eureka,78,"HIGH issuer=TIB (PO Box + phone fingerprint)/products/terms (APR cap 21%); no online apply; N/M HP, reports. 2026-05-29",redwoodcapitalbank.com/business/business-credit-cards; bbb.org (PO Box 569120=TIB); FDIC cert 57610
119,115,Summit Bank (Oakland),CA Bank,Other — NorCal,1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (TIB; financials typically required $10K+),$0.27B,N/M,~3 CA branches (Oakland HQ + East Bay); est 1982. NOT Summit State Bank (Santa Rosa),CA-HQ'd,No,"✅ no 0%; 16.49% var (Prime+10.99%, cap 21%); $0/$49 AF; 1pt/$1 to 10K/mo (Preferred). FULL-DOC: financials required",TIB,In-person,PDF application → fax 877-809-9162 / email banksupport@tib.bank / branch (TIB),https://www.summitbanking.com,https://www.summitbanking.com/business/loans/credit-cards/,N/M (TIB; consumer+commercial pull on guarantor),N/M (TIB),"TIB ('issuer and administrator is TIB... performable in Dallas County, TX'). PG joint & several. NOTE: terms dated 2019, verify.",2,PG YES (joint & several) + YEAR-END FINANCIAL STATEMENTS required (balance sheet + income stmt) — NOT no-doc,None (card is full-doc; commercial loans/CDARS relationship-based),N/M,No-doc card — apply in branch,"Standard Card ($0 AF); Preferred Points Card ($49 AF) — Mastercard (Visa on request), TIB",NorCal / SF-East Bay,Oakland,97,HIGH issuer=TIB (PDF verbatim)/terms (APR cap 21%)/full-doc (financials+PG = NOT no-doc); no online apply. 2026-05-29,"summitbanking.com/business/loans/credit-cards + Business-Credit-Card-Application PDF (TIB issuer, PG, financials); FDIC cert 23864"
120,,American Business Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,Commercial-only,—,$4.37B,$3.90B,"LA HQ + 9 LPOs (Woodland Hills, Torrance, Long Beach, Irvine, Anaheim, Ontario, Corona, Riverside, San Diego)",CA-HQ'd,Unknown,⚠️ Commercial — 'Corporate Cards'; issuer/terms N/M,Unknown (not disclosed),In-person,Visit branch / contact a banker (no online application),https://americanbb.bank,https://americanbb.bank/services/relationship-banking/credit-services/,N/M,N/M,N/M (no forum data; relationship product),0,PG likely; 2yr tax returns for loans (3rd-party review),ABL (AR/inventory/equipment) asset-based — lighter on income docs but NOT stated no-doc,Likely Yes (relationship bank),Commercial / full underwriting,'Corporate Credit Cards' (generic; no name/terms),SoCal / LA,Los Angeles,25,"HIGH commercial-only/no-online; N/M issuer, terms, HP. 2026-05-28",americanbb.bank/services/relationship-banking/credit-services; usbanklocations.com
121,116,United Business Bank,CA Bank,Other — NorCal,1/4  ✗SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),$2.63B,$2.27B,"Walnut Creek HQ; San Jose, Stockton, Pleasanton + CO/NV/NM/WA (BayCom Corp)",CA-HQ'd,Unknown,✅ card exists; issuer/terms unknown; Request-Info only,Unknown (not named; no portal links),In-person,Visit branch / contact a banker (no online application),https://www.unitedbusinessbank.com,https://www.unitedbusinessbank.com/loans-credit/business-credit/business-credit-cards.html,N/M,N/M,N/M (no forum data),2,N/M ('subject to credit approval'),None (LOC/ABL/term/equipment/CRE/SBA Express full-doc),N/M,No-doc card — apply in branch,'Business Credit Cards' (generic; no brand named),NorCal / SF-East Bay,Walnut Creek,37,"MED-HIGH negatives (no issuer named, no online app, no terms). Not 'United Bankers Bank' (ubb.bank). 2026-05-28",unitedbusinessbank.com/loans-credit/business-credit/business-credit-cards; dfpi.ca.gov
122,117,American Riviera Bank,CA Bank,Other — Central Coast,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$1.42B,$1.27B,"Santa Barbara + SLO counties (Santa Barbara, Montecito, Goleta, Santa Maria, SLO, Paso Robles)",CA-HQ'd,No,✅ Elan biz cards; terms N/M; apply online,Elan,Online,Online — apply at https://creditcard.arb.bank/choose,https://americanriviera.bank,https://creditcard.arb.bank/choose,TransUnion (Elan; varies),Personal default-only; D&B weak/unconfirmed,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (commercial LOC/ag/construction/SBA underwritten),No,No-doc card — apply online (Elan),Elan business cards (names not on site),Central Coast,Santa Barbara,50,"MED-HIGH issuer/online/Elan behavior; N/M card names, terms. 2026-05-28",americanriviera.bank/product/business-credit-cards; creditcard.arb.bank/choose
123,118,Savings Bank of Mendocino County,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$1.29B,N/M,CA-only; Mendocino/Lake/Sonoma county branches,CA-HQ'd,No,✅ Elan biz cards (low rate / cash back / rewards buckets); terms N/M,Elan,Online,Online — apply at https://www.savingsbank.com/business/bank-cards/,https://www.savingsbank.com,https://www.savingsbank.com/business/bank-cards/,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (commercial/SBA full-doc),N/M,No-doc card — apply online (Elan),Elan business suite (Cash Preferred / Real Rewards / Smart / Zero+; names not enumerated),NorCal / North Coast (Mendocino),Ukiah,54,"HIGH issuer=Elan (own footer disclosure)/online; N/M terms, HP. 2026-05-29",savingsbank.com/business/bank-cards (Elan creditor disclosure); dfpi.ca.gov; elanfinancialservices.com
124,119,River Valley Community Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$0.76B,$0.67B,"CA-only; Yuba City, Marysville, Grass Valley, Auburn; est 2006",CA-HQ'd,No,✅ Elan biz Visa (low rate / cash back / rewards); terms N/M,Elan,Online,Online — apply at https://www.mycardapply.com/synindex/?ecdma-lc=33345&ecid=OTHE_25940&offertype=0,https://www.myrvcb.com,https://www.mycardapply.com/synindex/?ecdma-lc=33345&ecid=OTHE_25940&offertype=0,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (commercial/SBA 504/ag/construction/HELOC full-doc),N/M,No-doc card — apply online (Elan),Elan business Visa (Cash Preferred / Real Rewards / Platinum; names not enumerated),NorCal / Sacramento (Sacramento Valley),Yuba City,73,"HIGH issuer=Elan (own footer disclosure)/online/lc=33345; N/M terms, HP, reports. 2026-05-29",myrvcb.com/business/business-credit-cards-debit (Elan disclosure); mycardapply.com (33345); FDIC cert 58276
