Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
196,,Bank Irvine,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.31B ‖ v7 2026-06-11: $306.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:59296)","v7 2026-06-11: $236.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:59296)","Single office (Irvine, OC); target OC + LA County; de novo est Oct 2022. NOT a Commercial Bank of CA rebrand",CA-HQ'd,—,❌ No card (de novo commercial bank; Mastercard debit only),None,No,— (no business card),https://www.bankirvine.com,—,N/M,N/M,N/M,0,N/M,None (C&I/CRE/multifamily/SBA full-doc),N/M,Not a card source,Mastercard business/personal DEBIT only (no credit card),SoCal / Orange County,Irvine,94,HIGH no-card (own business pages = C&I/CRE/SBA + debit only). 2026-05-29,bankirvine.com/business-banking + /debit-card; FDIC cert 59296
197,,Community Valley Bank,Regional,Coachella (low),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $324.7M (2025-06-30, api.fdic.gov/banks/institutions?filters=CERT:58500)","v7 2026-06-11: $285.5M (2025-06-30, api.fdic.gov/banks/institutions?filters=CERT:58500)","Indio (Riverside Co) + El Centro HQ, Brawley, Julian, Borrego Springs",N/M,—,⚠️ Unknown card status — ACQUIRED by Frontwave Credit Union eff. 2025-10-01 ('no changes... until Frontwave business suite transition late 2026'); Coachella Valley presence (Indio),(→ Frontwave CU post-merger),No,— (no business card),https://www.yourcvb.com,—,N/M,N/M,Business lending continues post-merger; terms N/M. Recheck after Frontwave transition. Light census 2026-06-10.,0,N/M,None published,N/M,Not a card source,(transitioning to Frontwave CU),Coachella Valley / Riverside (Indio branch) + Imperial County,"El Centro, CA",Reg,MED merger-transition. Light census 2026-06-10,frontwavecu.com/cvb (PR 2025-01-22); yourcvb.com (Wayback 2020)
198,,Monterey County Bank,CA Bank,Other — Central Coast (Monterey County),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.30B ‖ v7 2026-06-11: $297.8M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:22460)","v7 2026-06-11: $219.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:22460)",Monterey/Carmel/Pacific Grove/Salinas; est 1977; 2023 recap reported,CA-HQ'd,—,❌ No BUSINESS card (legacy consumer subprime 'Emblem' MC only; SBA/commercial lender),None for business (legacy Emblem run by Jefferson Capital),No,— (no business card),https://montereycountybank.com,—,N/M,N/M,"N/M (Emblem = consumer subprime credit-builder, not business; not on bank site)",0,N/M,None (SBA 7(a)/CRE/C&I full-doc; #1 SBA 7(a) lender in Monterey County),N/M,Not a card source,None for business (debit + Elavon merchant; legacy consumer Emblem MC via Jefferson Capital),Central Coast (Monterey County),Monterey,95,HIGH no business card (site = debit + merchant only; Emblem is consumer-only legacy). 2026-05-29,"montereycountybank.com (Debit-Card, Merchant-Services); FDIC cert 22460; creditcardchaser.com (legacy Emblem)"
199,,"Gateway Bank, F.S.B.",CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.29B ‖ v7 2026-06-11: $286.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:33103)","v7 2026-06-11: $202.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:33103)",Oakland + Walnut Creek; federal savings bank (thrift); est 1990. NOT AZ/AR same-name banks,CA-HQ'd,—,❌ No card (thrift; MoneyPass debit; collateral-based CRE lending),None,No,— (no business card),https://www.gatewayfsb.com,—,N/M,N/M,N/M,0,N/M,None (real-estate-collateral CRE/LOC/term full-doc),N/M,Not a card source,None (deposits + treasury + collateral CRE loans; MoneyPass debit only),NorCal / SF-East Bay,Oakland,96,HIGH no-card (own home + commercial-loans pages; debit only; assets verified $286.5M). 2026-05-29,gatewayfsb.com + /commercial-loans; FDIC cert 33103 ($286.53M)
200,,Mission National Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.25B ‖ v7 2026-06-11: $249.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23749)","v7 2026-06-11: $206.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23749)",Single SF office (Mission District); ~42 yrs; CA-only,CA-HQ'd,—,❌ No card (community bank; Visa debit only),None,No,— (no business card),https://mnbsf.com,—,N/M,N/M,"N/M (Prelim portal = deposit account opening, not cards)",0,N/M,None (term/LOC/CRE/letters-of-credit full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),NorCal / SF,San Francisco,99,HIGH no-card (site nav = debit + commercial lending only). 2026-05-29,"mnbsf.com (home, Contact-Us); FDIC cert 23749"
201,,Neighborhood National Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.23B ‖ v7 2026-06-11: $230.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34548)","v7 2026-06-11: $187.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34548)","San Diego County (El Cajon HQ, National City); first national bank designated a CDFI; est 1997",CA-HQ'd,—,❌ No card (CDFI community bank; business debit + merchant services only),None,No,— (no business card),https://www.mynnb.com,—,N/M,N/M,N/M,0,N/M,None (term/revolving LOC/CRE/SBA 7(a)/504/Express/construction full-doc),N/M,Not a card source,Business DEBIT + merchant card services only (no issued credit card),SoCal / San Diego,El Cajon,101,HIGH no-card (home/lending/nav = debit + merchant + commercial lending only). 2026-05-29,"mynnb.com (lending/business-loans, merchant-card-services); FDIC cert 34548"
202,,Capital Bank and Trust Company,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.23B ‖ v7 2026-06-11: $226.4M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:35164)","v7 2026-06-11: $500,000 (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:35164)",Captive trust bank of Capital Group (American Funds); Irvine HQ; savings-bank charter; 2 offices,CA-HQ'd,—,❌ No card (Capital Group / American Funds captive trust & custody bank),None,No,— (no business card),https://www.americanfunds.com,—,N/M,N/M,N/M (directed-trustee/custodial for American Funds retirement plans + IRAs),0,N/M,None (no commercial lending or card; retirement custody only),N/M,Not a card source,None (directed trustee + custodial services for retirement plans/IRAs),SoCal / Orange County,Irvine,102,HIGH no-card (captive American Funds trust/custody bank; FDIC WEBADDR=americanfunds.com). 2026-05-29,FDIC cert 35164 (WEBADDR americanfunds.com); en.wikipedia.org/wiki/Capital_Group
203,,United Pacific Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.19B ‖ v7 2026-06-11: $187.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23805)","v7 2026-06-11: $153.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23805)",City of Industry HQ + Monterey Park; Asian-American; est 1982,CA-HQ'd,—,⚠️ TCM CONSUMER card only; NO business card marketed,"TCM Bank, N.A. (consumer card)",No,— (no business card),https://www.upbnet.com,—,N/M (TCM),N/M,N/M (only a 'Consumer Credit Card' page; no business card published),0,N/M,None (business loans/LOC/SBA/CRE/truck full-doc),N/M,Not a card source,Consumer Credit Card (TCM) only; no business credit card,SoCal / LA (San Gabriel Valley),City of Industry,104,MED-HIGH no BUSINESS card (only TCM consumer card published); issuer=TCM. 2026-05-29,upbnet.com/Consumer-Credit-Card (TCM); FDIC cert 23805
204,,Hatch Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.19B ‖ v7 2026-06-11: $186.8M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25803)","v7 2026-06-11: $57.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25803)","San Marcos (SD County); BaaS/sponsor bank (ex-Rancho Santa Fe Thrift, renamed 2019); 1 branch",CA-HQ'd,—,❌ No direct-to-business card (BaaS/fintech-sponsor bank),None (sponsor bank for fintech card programs; not direct issuer to businesses),No,— (no business card),https://www.hatchbank.com,—,N/M,N/M,N/M (B2B partner onboarding only; 'Talk to Hatch'),0,N/M,None direct (embedded lending/card-issuing rails for fintech partners e.g. Enfin/Sungage),N/M,Not a card source,"None to end-businesses (BaaS: card issuing, embedded lending, deposit rails for fintechs). NOT the unrelated 'Hatch Card' fintech",SoCal / San Diego,San Marcos,105,HIGH no direct-to-business card (BaaS sponsor model). 2026-05-29,hatchbank.com/solutions; FDIC cert 25803; dfpi.ca.gov
205,,"Beacon Business Bank, N.A.",CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.17B ‖ v7 2026-06-11: $167.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25644)","v7 2026-06-11: $128.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25644)",SF Financial District + San Mateo (Peninsula); NorCal only; est 1984 (ex-Trans Pacific National Bank),CA-HQ'd,—,❌ No card (Visa debit only; SBA/commercial lender),None,No,— (no business card),https://www.beaconbusinessbank.com,—,N/M,N/M,"N/M (formerly Trans Pacific National Bank, NOT Pan American)",0,N/M,None (AR/inventory financing/CRE/LOC/construction/bridge/equipment/SBA<=$5M full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),NorCal / SF,San Francisco,107,HIGH no-card (4 site pages confirm debit-only). NOT the Elan-issuing 'Beacon Bank' (different). 2026-05-29,"beaconbusinessbank.com (business-loans, debit-card, history); FDIC cert 25644"
206,,"Bank of Whittier, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.16B ‖ v7 2026-06-11: $158.8M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:24211)","v7 2026-06-11: $131.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:24211)",Single Whittier office (LA County); Riba-Free/interest-free community bank; est 1982,CA-HQ'd,—,❌ No card (Riba-Free/interest-free Islamic-principle bank; RF debit only),None,No,— (no business card),https://www.bankofwhittier.com,—,N/M,N/M,N/M (interest-bearing cards inconsistent with Riba-Free model),0,N/M,"None (RF business/commercial financing = relationship/asset-based, not no-doc)",N/M,Not a card source,RF Debit Cards only (no credit card; RF deposit + commercial financing),SoCal / LA (Whittier),Whittier,108,HIGH no-card (Riba-Free model structurally excludes interest cards; debit only). 2026-05-29,"bankofwhittier.com (home, open-business-account); FDIC cert 24211; OCC CRA eval"
207,,Eastern International Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.12B ‖ v7 2026-06-11: $124.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:32277)","v7 2026-06-11: $86.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:32277)",2 branches (LA Chinatown + Monterey Park); Chinese-American/Pacific Rim; est 1985,CA-HQ'd,—,❌ No card (CRE lender; Visa debit only),None,No,— (no business card),https://www.eibankca.com,—,N/M,N/M,N/M,0,N/M,None (CRE: apartments/office/retail/industrial/hospitality/mixed-use full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),SoCal / LA (Chinatown),Los Angeles,110,HIGH no-card (own site; CRE + debit only). 2026-05-29,"eibankca.com (home, About-Us); FDIC cert 32277"
208,,California Business Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.12B,$0.10B,Single Irvine office (OC); minority-owned 'fin-tech' commercial bank; est 2005,CA-HQ'd,—,❌ No card (deposits + commercial/SBA loans; no card or debit listed),None,No,— (no business card),https://www.californiabusinessbank.com,—,N/M,N/M,N/M (no card product),0,N/M,None (Streamlined SBA <=$150K is lightest-touch but still documented SBA; commercial full-doc),N/M,Not a card source,None (business deposits + commercial/SBA loans; no card),SoCal / Orange County,Irvine,111,HIGH no-card (full site reviewed; deposits+loans only). 2026-05-29,"californiabusinessbank.com (business-deposits, sba-loans); FDIC cert 58037"
209,,California Pacific Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.10B,$0.06B,SF + Hayward + Fremont; NorCal Bay Area; Chinese-American merchant bank; est 1980,CA-HQ'd,—,❌ No card (relationship merchant/commercial bank; no card published),None,No,— (no business card),https://www.calpacificbank.com,—,N/M,N/M,N/M (third-party aggregator 'credit cards' mention unverified),0,N/M,None ('fast commercial lending' to import/export/manufacturing/wholesale/retail; no terms/no-doc published),N/M,Not a card source,None published (commercial/merchant lending + deposits; no card on own site),NorCal / SF-East Bay,Hayward,113,MED-HIGH no-card (own site has no card; tiny merchant bank). 2026-05-29,"calpacificbank.com (mission, location-and-contact); FDIC cert 23242"
210,,"California International Bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.10B ‖ v7 2026-06-11: $95.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57974)","v7 2026-06-11: $80.9M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57974)",Single Westminster office (OC); Vietnamese-American community bank; OCC national charter; est 2005,CA-HQ'd,—,❌ No card (commercial/SBA bank; ATM/debit only),None,No,— (no business card),https://www.cali.bank,—,N/M,N/M,N/M,0,N/M,None (working capital/asset-based/expansion/CRE + SBA full-doc),N/M,Not a card source,ATM/debit cards only (no credit card),SoCal / Orange County,Westminster,114,"HIGH no-card (own site = deposits/loans/SBA, no credit card). 2026-05-29",cali.bank (product pages); FDIC cert 57974
211,,Tustin Community Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,EXP #3 (mentor — UNCORROBORATED: no card found; call-report $0),No card,—,"$0.08B ‖ v7 2026-06-11: $86.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:32908)","v7 2026-06-11: $71.4M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:32908)",Single Tustin office (OC); ex-Tustin Thrift & Loan; subsidiary of Saddleback Bancorp; est 1981. Real domain = tustin.bank (NOT tustincommunitybank.com),CA-HQ'd,—,❌ No card — RE-VERIFIED 2026-06-09 vs mentor claim: FDIC call reports show credit-card loans (LNCRCD) = $0 for 4 straight quarters → definitively NOT a self-issuer,None (no agent-portal links sitewide; agent program can't be fully ruled out — one undated Yelp review mentions 'brochures on... credit cards'),No,— (no business card),https://www.tustin.bank,—,"Mentor (2026-06): 'Experian' — UNCORROBORATED; no card found. Likely origins: indirect-auto EX pull misfiled, or entity slip for Sunwest Bank (founded in Tustin, flagship branch on Irvine Blvd, Tustin) ‖ v7 2026-06-11: bureau verdict [VERIFIED-disclosure (product absence)] vs mentor 'Experian' = CONFLICTS (no product). Bank website lists only business/professional/CRE loans + cash management - NO credit card product offered. Mentor claim unverifiable - no product exists. (DPs 2026-06-11 (site check)). Action: drop from card list; LOC bureau = ask banker",N/M,"Re-verify trail: full site crawl + FDIC financials + CFPB agreement DB + myFICO/DoC/Reddit/CreditBoards = zero card evidence. RESOLUTION: call (714) 730-5662 and ask 'do you offer a business credit card, who issues it?'",0,N/M,"Business LOC advertised (no amounts/docs published; RM-mediated, asset-secured language)",N/M,Not a card source,Business DEBIT only (no credit card found),SoCal / Orange County,Tustin,115,HIGH no-self-issued-card (call report $0 = dispositive); MED-HIGH no card at all (agent loophole ajar via Yelp brochure mention). 2026-06-09,tustin.bank/products-services (crawl 2026-06-09); api.fdic.gov financials cert 32908 (LNCRCD=$0 ×4qtrs); web.archive.org 2004; yelp.com/biz/tustin-community-bank-tustin (undated snippet) ‖ v7 2026-06-11: bureau: https://www.tustin.bank/
212,,Altos Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.06B ‖ v7 2026-06-11: $57.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:59339)","v7 2026-06-11: $37.4M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:59339)","Single Los Altos office (Silicon Valley); de novo chartered Nov 2024, opened Mar 2025",CA-HQ'd,—,❌ No card (de novo; business debit only; commercial/SBA lending),None,No,— (no business card),https://www.altosbank.com,—,N/M,N/M,N/M (chartered Nov 2024; opened Mar 2025; product set may expand),0,N/M,None (commercial/SBA 7(a)/504/investor RE/construction/equipment full-doc),N/M,Not a card source,Business DEBIT only (no credit card),NorCal / Silicon Valley,Los Altos,116,HIGH no-card (business/deposit/lending pages = debit only; ~6mo old). 2026-05-29,"altosbank.com (business-banking, lending-solutions); FDIC cert 59339; prnewswire"
213,,Asian Pacific National Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.06B ‖ v7 2026-06-11: $57.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:33013)","v7 2026-06-11: $45.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:33013)",San Gabriel HQ (LA County); Asian-American community bank; OCC charter 23006; est 1990,CA-HQ'd,—,❌ No card (commercial bank; debit/prepaid only),None,No,— (no business card),https://www.asianpacificbank.com,—,N/M,N/M,N/M (smallest CA-HQ'd bank by assets),0,N/M,None (business loans/LOC/CRE/construction/SBA/hotel-motel/warehouse full-doc),N/M,Not a card source,Debit/prepaid cards only (no credit card),SoCal / LA (San Gabriel Valley),San Gabriel,117,HIGH no-card (3 bank pages = no credit cards). 2026-05-29,"asianpacificbank.com (Business-Banking, Banking-Services); occ.treas.gov (charter 23006); FDIC cert 33013"
214,214,FNBO (First National Bank of Omaha),National,National (online — no CA branches needed),3/4  ✓SUW ✓Onl ✗SoCal ✓Card — 💎 Diamond candidate,N/M,N/M,,A — Self-UW (online),"$50,000 stated MAX (VERIFIED fnbo.com 2026-06-10); instant DPs $7.1K–$14K; prequal accurate + soft-pull  [myFICO #6403479/#6332103/#6690470]","v7 2026-06-11: $34.73B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:5452)","v7 2026-06-11: $28.56B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:5452)",Zero CA branches — true online-national issuer (the textbook directory miss),"Online to CA (pure card issuer, no branch needed)",Yes,✅ Evergreen Business Edition MC (flagship); legacy Business Edition Visa via agent portals; Business Edition Secured ($2K–$10K self-set),Self (“Cards are issued by First National Bank of Omaha” — fnbo.com 2026-06-10; also operates agent programs for other banks),Online,Online national — fnbo.com Apply Now; run pre-qual (soft pull) FIRST,https://www.fnbo.com/small-business/credit-cards,https://www.card.fnbo.com/mpp/fi/offer/business/pb-visa,N/M — inquiry-sensitive; does NOT combine same-day pulls ‖ v7 2026-06-11: bureau verdict [COMMUNITY-DP (CLI proxy)] vs mentor '(2nd priority)' = n/a. FNBO hard pulls Experian (myFICO CLI DP: instant HP alert from Experian); Business Edition reports to D&B/EX-biz/EQ-biz. EX is the working assumption for apps. (DPs 2023-2024). Action: expect EX; confirm at application,Personal: negatives-only. Business: D&B + Experian Business (DoC business-card-reporting list; myFICO #6458865),"$50K max stated on site; DPs: $7.1K instant / $13.9K prequal honored at $13.9K / $15K prequal common ($7K–$14K instant band). CLI: small=soft, large=hard — reps disclose which (DoC), but one instant-HP CLI DP exists (myFICO #6695146): ASK FIRST. Realistic: $10K–$15K start, grow to $50K via CLIs.",4,PG yes; NO tax returns/financials at application for standard limits,—,No,"★ Top v6 add — self-issued $50K-max online-national card, personal-bureau-quiet (💎 Diamond candidate; Chex/EWS UNKNOWN)",Evergreen Business Edition Mastercard; Business Edition Visa (legacy/agent portals); Business Edition Secured,National — online to CA,"Omaha, NE",Natl,NEW v6 2026-06-10 — HIGH $50K/self-issuer/online (fnbo.com); MED CLI behavior (mixed DPs); COMMUNITY-DP limits 2022–2025,"fnbo.com/small-business/credit-cards (issuer + $50K max, 2026-06-10); ficoforums.myfico.com #6403479 #6332103 #6690470 #6458865 #6695146 (accessed 2026-06-10); doctorofcredit.com/which-business-credit-cards-report/ ‖ v7 2026-06-11: bureau: https://ficoforums.myfico.com/t5/Credit-Card-Applications/FNBO-CLI-request-instant-hard-pull/td-p/6695146 | https://www.doctorofcredit.com/first-national-bank-omaha-fnbo-credit-cards-list-rules-best-offers/"
