"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z","ACCT_879B6","ACCT_879B7","ACCT_PI0007","ACCT_PI0008","ACCT_PI0009","ACCT_PP0026","ACCT_PP0028","ACCT_PP0030","ACCT_PP0032","ACCT_PP0033","Acct_879D10","ACCT_PC0013","ACCT_PI0011","ACCT_PI0012","ACCT_PI0013","ACCT_PI0014","ACCT_PI0015","ACCT_PI0016","ACCT_PI0017","ACCT_PI0018","ACCT_PP0034","ACCT_PP0035","ACCT_PP0036","ACCT_PP0058"
12654,3/31/2026 0:00:00,6337,"Miller","7247945182","7247946292","Beilstein","McDowell","","","","","","","","","","","","","Timothy","R","Ryan","","George","F","","","http://www.srufcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Beilstein","Ryan","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","CU$","","0"
12666,3/31/2026 0:00:00,6344,"Cronin","9784588933","9783285100","Cronin","Fellows","","MSIC","","","","","","","","","","","Derek","","Derek","","Amy","","","","http://www.mills42fcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Cronin","Derek","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","1","0","1","1","1","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","1","CO-OP","","0"
12671,3/31/2026 0:00:00,6348,"Smith","5187937961","5187939502","Smith","Rogers","","","","","","","","","","","","","Christine","","Christine","","Mark","","","","http://www.cooperscavefcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Smith","Christine","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Co-Op","","0"
12673,3/31/2026 0:00:00,6350,"Conner","6813421899","6813421892","conner","HOSKINSON","","","","","","","","","","","","","Lauren","N","lauren","","CARLTON","","","","http://www.uhcfcu.virtualcu.net","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","conner","lauren","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","1","0","0","0","0","0","1                                                                                                                                                                                                                                                              ","0","1","0","0","0","0","0","0","0","0","","","0"
12679,3/31/2026 0:00:00,6354,"Peterson","6098773490","8002251859","Piersanti","Sedlock","","","","","","","","","","","","","Jill","","James","","Mark","","","","http://www.edificu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Piersanti","James","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","0","0","","0","1","1","0","0","0","0","0","0","1","Co-Op network","","0"
12686,3/31/2026 0:00:00,6358,"Simmers","7757253585","7757253586","Simmers","Roemer","","","","","","","","","","","","","Robin","E","Robin","","Stephen","","","","http://www.pvfcu.net","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","1","0","0","0","","","","","","","","","","","","","0","Simmers","Robin","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Co-Op","Co-Op","1"
12697,3/31/2026 0:00:00,6362,"Berridge","4323685781","4325509126","Castillo","Westerfeldt Jr","","","","","","","","","","","","","Jason","","Alex","","Jack","","","","http://www.comcfcu.com/","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","0","Castillo","Alex","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","1","","0","1","0","0","0","0","0","0","0","1","Co-op ATM Network","","0"
12729,3/31/2026 0:00:00,6377,"Tabor","8148636183","8143552711","Tabor","White","","","","","","","","","","","","","Frederick","A","Frederick","","Bobby","","","","https://www.pennstatefederal.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Tabor","Frederick","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","0","","0","1","1","0","0","0","0","0","0","1","CO-OP","CO-OP","1"
12735,3/31/2026 0:00:00,6381,"Johnson","2253461317","2253440318","Johnson","Hall","","","","","","","","","","","","","Angella","","Angella","","Dwain","","","","http://www.wbrtfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Johnson","Angella","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Allpoint","","0"
12745,3/31/2026 0:00:00,6388,"Simon","2199726699","2198456040","QUIROZ","SODERQUIST","","","","","","","","","","","","","Daniel","F","GUADALUPE","","DAVID","","","","https://www.697fcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","QUIROZ","GUADALUPE","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","CULIANCE, ALLIANCE ONE, COOP","","0"
12748,3/31/2026 0:00:00,6391,"Sandifer","5045207913","5045207640","Sandifer","Sigur","","","","","","","","","","","","","Joyce","","Joyce","","Dennis","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Sandifer","Joyce","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
12752,3/31/2026 0:00:00,6395,"Bennett","8148996005","8148996608","Bennett","Kuhn","","","","","","","","","","","","","Christine","","Christine","","Rose","","","","http://www.americofcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Bennett","Christine","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","PA Shared Service Network","1"
12765,3/31/2026 0:00:00,6401,"LoStocco","","6108212400","Fritchman","Ehritz","","Excess Share Insurance Company","","","","","","","","","","","Donna","","Donna","","William","","","","http://www.firstcomcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","0","Fritchman","Donna","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","0","","0","1","1","0","0","0","0","0","0","1","www.cudollar.org","CO-OP","1"
12771,3/31/2026 0:00:00,6404,"Guzmán Carrasquillo","","7877824050","Rivera","Rivera","","","","","","","","","","","","","Luis","J","Jose","","Jose","O","","","https://www.premployeesfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Rivera","Jose","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Cooperative de Sequros Multiples de Puerto Rico","0","0","0","0","0","","","","0","0","1","0","1","0","0","0","0","0","1                                                                                                                                                                                                                                                              ","0","1","0","0","0","0","0","0","0","0","","","0"
12794,3/31/2026 0:00:00,6413,"Patterson","","3077646133","Patterson","Kost","","","","","","","","","","","","","Bobbie","","Bobbie","","R.J.","","","","https://www.psfcupowell.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Patterson","Bobbie","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
12805,3/31/2026 0:00:00,6421,"Saunders","2095721714","2095723600","Torquato","Lake","","ASI","","","","","","","","","","","Shane","","Vanessa","","Dave","","","","http://www.mocse.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Torquato","Vanessa","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","1","","0","1","0","0","0","0","0","0","0","1","COOP","","0"
12808,3/31/2026 0:00:00,6423,"Clark","8707632095","8707631111","Clark","Rega","","","","","","","","","","","","","Brad","","Brad","","Brian","","","","https://www.successcreditunion.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Clark","Brad","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","1","1","","0","1","0","0","0","0","0","0","0","1","PulseSelect, Allpoint, Moneypass","","0"
12813,3/31/2026 0:00:00,6427,"Gorman","5012021572","5012022373","Gorman","Kalb","","","","","","","","","","","","","James","M","Mike","","Jean","","","","http://www.baptist-healthfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Gorman","Mike","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","MONEYPASS","","0"
12814,3/31/2026 0:00:00,6428,"Kenny","5104300165","5105684100","Jordan","Doherty","","","","","","","","","","","","","Michael","J","Richard","","Jerry","","","","http://www.seawest.coop","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Jordan","Richard","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","1","COOP","CUSC","1"
12826,3/31/2026 0:00:00,6437,"Trotter","4234990553","4238922938","Trotter","Dyer","","","","","","","","","","","","","Brian","","Brian","","Robert","","","","http://www.basfchattafcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Trotter","Brian","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
